"Date" "x" "y" "Species" "Type" "dist_obs"
"2008-07-27" 836.17521265045 4531.01191546085 "Stenella coeruleoalba" "Social" NA
"2008-08-16" 721.734206943885 4677.6078110716 "Tursiops truncatus" "Social" NA
"2008-08-28" 766.675271272844 4627.32673492165 "Tursiops truncatus" "Social" NA
"2008-09-17" 654.945665005159 4675.52869237488 "Stenella coeruleoalba" "Social" NA
"2008-10-01" 776.589341837941 4609.53964164692 "Tursiops truncatus" "Social" NA
"2008-10-02" 672.025285933154 4681.40565084386 "Tursiops truncatus" "Social" NA
"2008-10-04" 840.156536889254 4565.29868953041 "Stenella coeruleoalba" "Social" NA
"2008-10-12" 786.746375203869 4592.41341136769 "Stenella coeruleoalba" "Social" NA
"2008-10-25" 764.858572867051 4625.49275967679 "Tursiops truncatus" "Social" NA
"2008-12-27" 762.216186981493 4611.63549290589 "Stenella coeruleoalba" "Social" NA
"2009-02-01" 777.983008017392 4620.7265520465 "Tursiops truncatus" "Social" NA
"2009-02-11" 884.254697062407 4522.46272111432 "Stenella coeruleoalba" "Social" NA
"2009-03-09" 840.869729343404 4529.10203068353 "Tursiops truncatus" "Social" NA
"2009-04-15" 774.266058233602 4618.98704592888 "Tursiops truncatus" "Social" NA
"2009-05-18" 826.832940386138 4561.12778989515 "Stenella coeruleoalba" "Social" NA
"2009-06-02" 766.379712202753 4620.76222480781 "Tursiops truncatus" "Social" NA
"2009-06-14" 881.555520720232 4520.64149007666 "Stenella coeruleoalba" "Social" NA
"2009-06-17" 827.507017573388 4535.95226835681 "Tursiops truncatus" "Social" NA
"2009-06-29" 767.435648581137 4627.23159611491 "Tursiops truncatus" "Social" NA
"2009-06-29" 870.825422717314 4528.43238124748 "Stenella coeruleoalba" "Social" NA
"2009-07-01" 765.188365475359 4624.63987734395 "Tursiops truncatus" "Social" NA
"2009-07-29" 832.209297473051 4540.09210699032 "Stenella coeruleoalba" "Social" NA
"2009-08-09" 760.250664343755 4611.32605489754 "Stenella coeruleoalba" "Social" NA
"2009-08-15" 743.349500208594 4653.32187894038 "Tursiops truncatus" "Social" NA
"2009-08-25" 824.219402672334 4542.28089200784 "Stenella coeruleoalba" "Social" NA
"2009-08-27" 843.671809681 4568.67228326185 "Tursiops truncatus" "Social" NA
"2009-08-28" 895.817660914088 4569.97487035612 "Tursiops truncatus" "Social" NA
"2009-08-30" 827.818713604353 4539.86161205527 "Tursiops truncatus" "Social" NA
"2009-08-31" 830.533508186889 4534.81913896864 "Tursiops truncatus" "Social" NA
"2009-08-31" 652.477700783425 4688.38121141271 "Stenella coeruleoalba" "Social" NA
"2009-09-01" 769.848189536304 4616.68276878559 "Tursiops truncatus" "Social" NA
"2009-09-07" 832.02529606054 4540.8404446892 "Stenella coeruleoalba" "Social" NA
"2009-09-15" 778.698961443243 4610.48358340364 "Tursiops truncatus" "Social" NA
"2009-10-01" 822.203018116972 4537.62503143678 "Stenella coeruleoalba" "Social" NA
"2009-10-09" 848.73251738504 4529.0679009501 "Stenella coeruleoalba" "Social" NA
"2009-11-02" 841.88920852527 4550.70221496757 "Stenella coeruleoalba" "Social" NA
"2009-11-09" 830.953027852503 4539.45458706352 "Stenella coeruleoalba" "Social" NA
"2009-11-27" 770.86528635995 4622.74211215074 "Tursiops truncatus" "Social" NA
"2009-12-08" 767.629802064439 4625.5300965666 "Tursiops truncatus" "Social" NA
"2010-01-05" 764.106050330561 4630.58479469001 "Tursiops truncatus" "Social" NA
"2010-01-17" 894.052222756093 4575.76491069064 "Tursiops truncatus" "Social" NA
"2010-01-28" 762.80503527562 4620.76474690505 "Tursiops truncatus" "Social" NA
"2010-03-09" 778.09962436626 4611.64666231618 "Tursiops truncatus" "Social" NA
"2010-03-14" 670.018233793523 4697.81101909656 "Tursiops truncatus" "Social" NA
"2010-03-15" 674.12763084961 4693.96422189859 "Tursiops truncatus" "Social" NA
"2010-03-30" 768.153071325083 4617.91722905111 "Tursiops truncatus" "Social" NA
"2010-04-11" 874.481507800932 4525.5863782796 "Tursiops truncatus" "Social" NA
"2010-04-21" 777.631346880045 4612.77246058411 "Tursiops truncatus" "Social" NA
"2010-04-21" 866.930591703687 4521.66793444158 "Stenella coeruleoalba" "Social" NA
"2010-05-01" 775.61892355627 4621.15198836499 "Tursiops truncatus" "Social" NA
"2010-05-09" 762.366416085237 4611.74883373879 "Stenella coeruleoalba" "Social" NA
"2010-05-23" 691.436329946418 4665.80868317939 "Stenella coeruleoalba" "Social" NA
"2010-05-24" 666.146338690426 4697.87563958714 "Tursiops truncatus" "Social" NA
"2010-06-06" 824.49012679665 4542.52872450123 "Stenella coeruleoalba" "Social" NA
"2010-06-09" 673.15335199957 4692.74867921385 "Tursiops truncatus" "Social" NA
"2010-06-15" 828.07689145463 4537.27501185987 "Tursiops truncatus" "Social" NA
"2010-06-15" 875.038421888606 4527.08979281178 "Tursiops truncatus" "Social" NA
"2010-06-20" 814.500489687029 4575.17583676657 "Tursiops truncatus" "Social" NA
"2010-06-29" 680.219993948089 4690.89552046846 "Tursiops truncatus" "Social" NA
"2010-07-01" 871.016543315842 4525.67310325634 "Stenella coeruleoalba" "Social" NA
"2010-07-03" 830.717837269408 4550.89608524294 "Stenella coeruleoalba" "Social" NA
"2010-07-03" 802.356666060412 4575.23760326557 "Tursiops truncatus" "Social" NA
"2010-07-07" 850.299040032632 4529.54393581392 "Stenella coeruleoalba" "Social" NA
"2010-07-12" 827.302220996104 4539.98317282449 "Stenella coeruleoalba" "Social" NA
"2010-07-14" 772.825473650009 4623.89835749534 "Tursiops truncatus" "Social" NA
"2010-07-18" 853.903449620187 4575.22908578275 "Tursiops truncatus" "Social" NA
"2010-07-27" 826.650270774698 4530.62050203576 "Stenella coeruleoalba" "Social" NA
"2010-08-01" 836.341013324928 4532.35814677079 "Tursiops truncatus" "Social" NA
"2010-08-02" 776.18982390839 4616.6110065623 "Tursiops truncatus" "Social" NA
"2010-08-05" 766.436755944222 4625.69706351377 "Tursiops truncatus" "Social" NA
"2010-08-05" 892.43951573665 4527.46794321008 "Stenella coeruleoalba" "Social" NA
"2010-08-15" 814.000932077507 4563.13855281663 "Stenella coeruleoalba" "Social" NA
"2010-08-15" 675.701431318918 4680.78400983036 "Tursiops truncatus" "Social" NA
"2010-08-19" 824.021576453952 4538.25567168338 "Tursiops truncatus" "Social" NA
"2010-08-20" 758.106697709203 4641.71133073683 "Tursiops truncatus" "Social" NA
"2010-08-24" 821.705061058209 4540.61493613649 "Stenella coeruleoalba" "Social" NA
"2010-08-29" 870.498550587428 4525.2218008131 "Stenella coeruleoalba" "Social" NA
"2010-10-03" 762.889586470576 4626.01584425237 "Tursiops truncatus" "Social" NA
"2010-10-03" 761.213765564375 4625.59217869641 "Tursiops truncatus" "Social" NA
"2010-10-22" 722.247902043222 4679.36300535929 "Tursiops truncatus" "Social" NA
"2010-10-22" 892.949276878203 4576.25873435083 "Tursiops truncatus" "Social" NA
"2010-10-23" 761.617855900209 4628.06670549439 "Tursiops truncatus" "Social" NA
"2010-11-01" 729.098311733487 4664.11284985034 "Tursiops truncatus" "Social" NA
"2010-11-28" 793.340339693801 4603.09257806753 "Tursiops truncatus" "Social" NA
"2010-12-12" 761.287588765169 4626.44203098431 "Tursiops truncatus" "Social" NA
"2011-01-06" 824.762885918002 4535.05292861916 "Tursiops truncatus" "Social" NA
"2011-01-28" 727.416986779103 4661.8767105573 "Tursiops truncatus" "Social" NA
"2011-01-29" 731.328700456528 4660.91365356358 "Tursiops truncatus" "Social" NA
"2011-02-06" 833.296411256537 4540.22732513829 "Tursiops truncatus" "Social" NA
"2011-02-09" 779.768117353137 4612.86436927331 "Tursiops truncatus" "Social" NA
"2011-02-28" 813.981361475777 4564.37524741966 "Stenella coeruleoalba" "Social" NA
"2011-03-26" 873.102280737798 4526.20271009621 "Tursiops truncatus" "Social" NA
"2011-04-05" 870.334698825984 4532.0049342228 "Stenella coeruleoalba" "Social" NA
"2011-04-16" 837.50832104541 4536.1171549173 "Tursiops truncatus" "Social" NA
"2011-05-22" 812.624546426897 4579.45879202429 "Tursiops truncatus" "Social" NA
"2011-06-07" 761.788402620737 4625.63765818337 "Tursiops truncatus" "Social" NA
"2011-06-22" 762.940186967889 4623.50659162576 "Tursiops truncatus" "Social" NA
"2011-06-27" 827.620929319326 4537.52617320462 "Tursiops truncatus" "Social" NA
"2011-07-01" 698.875552705489 4669.5312761875 "Stenella coeruleoalba" "Social" NA
"2011-07-02" 882.805613367971 4524.12225239254 "Stenella coeruleoalba" "Social" NA
"2011-07-31" 887.611184574734 4575.15808184693 "Tursiops truncatus" "Social" NA
"2011-08-07" 823.684325477179 4538.73511605155 "Tursiops truncatus" "Social" NA
"2011-08-13" 673.380578134715 4704.76308160576 "Tursiops truncatus" "Social" NA
"2011-08-17" 669.479832342713 4709.17362065654 "Tursiops truncatus" "Social" NA
"2011-08-18" 880.218018886547 4519.92530088839 "Stenella coeruleoalba" "Social" NA
"2011-08-19" 862.038173415717 4560.7152041691 "Tursiops truncatus" "Social" NA
"2011-08-20" 826.581854395379 4553.75924995604 "Stenella coeruleoalba" "Social" NA
"2011-08-20" 809.293605516812 4564.30807618921 "Stenella coeruleoalba" "Social" NA
"2011-08-21" 672.171079463237 4690.57816930092 "Tursiops truncatus" "Social" NA
"2011-08-21" 673.100223169118 4702.66441080523 "Tursiops truncatus" "Social" NA
"2011-08-22" 841.938857632385 4558.76824063181 "Stenella coeruleoalba" "Social" NA
"2011-08-31" 650.832516679523 4695.99774269024 "Stenella coeruleoalba" "Social" NA
"2011-09-12" 754.214505096049 4646.9504342051 "Tursiops truncatus" "Social" NA
"2011-09-12" 777.974807973961 4611.5649099055 "Tursiops truncatus" "Social" NA
"2011-09-12" 829.363021336185 4541.68314384896 "Stenella coeruleoalba" "Social" NA
"2011-09-16" 839.149420100132 4531.4954494167 "Stenella coeruleoalba" "Social" NA
"2011-09-17" 773.937019556905 4621.76488016071 "Tursiops truncatus" "Social" NA
"2011-09-17" 831.051488157378 4554.49548460037 "Stenella coeruleoalba" "Social" NA
"2011-09-24" 770.45178536749 4621.97925487079 "Tursiops truncatus" "Social" NA
"2011-09-25" 829.198163093308 4572.39214196265 "Tursiops truncatus" "Social" NA
"2011-09-27" 871.333870476302 4573.47986226455 "Tursiops truncatus" "Social" NA
"2011-09-29" 831.065853481523 4548.15847506716 "Stenella coeruleoalba" "Social" NA
"2011-09-30" 772.01725361775 4611.39920103189 "Tursiops truncatus" "Social" NA
"2011-10-02" 732.987958217866 4658.17915153301 "Tursiops truncatus" "Social" NA
"2011-10-12" 810.166602266778 4588.70439459858 "Tursiops truncatus" "Social" NA
"2011-10-18" 662.970949344569 4685.91487550163 "Stenella coeruleoalba" "Social" NA
"2011-11-27" 775.752497559356 4611.58457977573 "Tursiops truncatus" "Social" NA
"2011-11-27" 777.207596340634 4610.18345113211 "Tursiops truncatus" "Social" NA
"2011-11-27" 882.633115690597 4570.05668401057 "Tursiops truncatus" "Social" NA
"2011-11-29" 755.364165151038 4636.40015996839 "Tursiops truncatus" "Social" NA
"2011-12-09" 767.58493004439 4617.84428870277 "Tursiops truncatus" "Social" NA
"2012-01-04" 839.883818907869 4553.85290306825 "Stenella coeruleoalba" "Social" NA
"2012-01-10" 771.829672834652 4621.57520116275 "Tursiops truncatus" "Social" NA
"2012-01-19" 885.564139896174 4575.23855818387 "Tursiops truncatus" "Social" NA
"2012-03-14" 865.105809689545 4546.24895384043 "Stenella coeruleoalba" "Social" NA
"2012-03-15" 843.934265515776 4572.74234136041 "Tursiops truncatus" "Social" NA
"2012-04-01" 828.037198889138 4534.83010319503 "Tursiops truncatus" "Social" NA
"2012-04-05" 777.425234082948 4610.39048271308 "Tursiops truncatus" "Social" NA
"2012-04-12" 772.235762953365 4623.37577839481 "Tursiops truncatus" "Social" NA
"2012-04-23" 867.716980280407 4519.80207851317 "Stenella coeruleoalba" "Social" NA
"2012-04-24" 875.33218920957 4526.12800985523 "Stenella coeruleoalba" "Social" NA
"2012-04-28" 884.65383563809 4523.13937797589 "Stenella coeruleoalba" "Social" NA
"2012-04-29" 809.617369606225 4564.16731175269 "Stenella coeruleoalba" "Social" NA
"2012-04-29" 858.763369487979 4529.78098152188 "Stenella coeruleoalba" "Social" NA
"2012-05-01" 826.947438777212 4546.9181271848 "Stenella coeruleoalba" "Social" NA
"2012-05-01" 753.841513325717 4645.42958913643 "Tursiops truncatus" "Social" NA
"2012-05-12" 767.294357022207 4627.23063435689 "Tursiops truncatus" "Social" NA
"2012-05-14" 753.053169268355 4647.05905728018 "Tursiops truncatus" "Social" NA
"2012-05-18" 819.927317764966 4559.50746483085 "Stenella coeruleoalba" "Social" NA
"2012-05-21" 851.85017723011 4527.72268746338 "Stenella coeruleoalba" "Social" NA
"2012-05-27" 872.906176556384 4527.42339282727 "Tursiops truncatus" "Social" NA
"2012-06-01" 798.811544179409 4600.03138577608 "Tursiops truncatus" "Social" NA
"2012-06-01" 890.187405506587 4565.83687433742 "Tursiops truncatus" "Social" NA
"2012-06-01" 861.58731375325 4521.74820466694 "Stenella coeruleoalba" "Social" NA
"2012-06-28" 891.620166695281 4572.52088569849 "Tursiops truncatus" "Social" NA
"2012-06-29" 829.245960184061 4544.78878881705 "Stenella coeruleoalba" "Social" NA
"2012-06-30" 729.79223358822 4618.63209314906 "Stenella coeruleoalba" "Social" NA
"2012-07-01" 829.015123821664 4529.77746491888 "Stenella coeruleoalba" "Social" NA
"2012-07-03" 767.449655615009 4620.31987707188 "Tursiops truncatus" "Social" NA
"2012-07-03" 793.944836215329 4606.60276332348 "Tursiops truncatus" "Social" NA
"2012-07-06" 830.687021271601 4544.60230704045 "Stenella coeruleoalba" "Social" NA
"2012-08-01" 819.552966386069 4543.32435794057 "Stenella coeruleoalba" "Social" NA
"2012-08-12" 720.649573570694 4675.00881531801 "Tursiops truncatus" "Social" NA
"2012-08-16" 779.123821295982 4612.39536969441 "Tursiops truncatus" "Social" NA
"2012-08-16" 868.006284911529 4529.01528903399 "Stenella coeruleoalba" "Social" NA
"2012-08-24" 845.041922703921 4538.8874015582 "Stenella coeruleoalba" "Social" NA
"2012-08-30" 816.868159141181 4560.48075598505 "Stenella coeruleoalba" "Social" NA
"2012-09-09" 660.916154118622 4702.49462644828 "Tursiops truncatus" "Social" NA
"2012-09-13" 674.332094449863 4704.42970245104 "Tursiops truncatus" "Social" NA
"2012-09-20" 725.914643927783 4665.67919967758 "Tursiops truncatus" "Social" NA
"2012-09-24" 877.618247687575 4546.08968900794 "Stenella coeruleoalba" "Social" NA
"2012-10-22" 739.262792087591 4654.34717895768 "Tursiops truncatus" "Social" NA
"2012-10-26" 900.740975558295 4554.45784209044 "Tursiops truncatus" "Social" NA
"2012-10-29" 816.489656199442 4559.72048529634 "Stenella coeruleoalba" "Social" NA
"2013-01-05" 674.364465745946 4700.76591179863 "Tursiops truncatus" "Social" NA
"2013-01-06" 738.781769103615 4652.95584094227 "Tursiops truncatus" "Social" NA
"2013-02-19" 730.616343509413 4663.8886730473 "Tursiops truncatus" "Social" NA
"2013-03-20" 761.808839167775 4630.89923486374 "Tursiops truncatus" "Social" NA
"2013-04-01" 667.614961437464 4691.24012514683 "Stenella coeruleoalba" "Social" NA
"2013-04-04" 776.354976437635 4612.22525055389 "Tursiops truncatus" "Social" NA
"2013-04-17" 761.243695710963 4625.74424525486 "Tursiops truncatus" "Social" NA
"2013-04-22" 770.663707912121 4625.07191254189 "Tursiops truncatus" "Social" NA
"2013-05-02" 866.969515121687 4529.61830325882 "Stenella coeruleoalba" "Social" NA
"2013-05-05" 759.182896338162 4640.38187324251 "Tursiops truncatus" "Social" NA
"2013-05-10" 761.323287315771 4641.18878418155 "Tursiops truncatus" "Social" NA
"2013-05-12" 675.10902183244 4691.57171125995 "Tursiops truncatus" "Social" NA
"2013-06-04" 836.56384812977 4538.57414763925 "Tursiops truncatus" "Social" NA
"2013-06-15" 891.457725387527 4563.03874484899 "Tursiops truncatus" "Social" NA
"2013-06-19" 706.533997627143 4680.70639195901 "Tursiops truncatus" "Social" NA
"2013-06-22" 744.437288994536 4654.71993154023 "Tursiops truncatus" "Social" NA
"2013-06-23" 835.134159038847 4528.49432101941 "Stenella coeruleoalba" "Social" NA
"2013-06-24" 844.60627491982 4558.59740634722 "Stenella coeruleoalba" "Social" NA
"2013-07-01" 727.985798245157 4663.56150073289 "Tursiops truncatus" "Social" NA
"2013-07-02" 754.891391790296 4648.2796127285 "Tursiops truncatus" "Social" NA
"2013-07-06" 771.139295983505 4616.87047837117 "Tursiops truncatus" "Social" NA
"2013-07-07" 820.098703422178 4588.19959270856 "Tursiops truncatus" "Social" NA
"2013-07-14" 866.189478836953 4525.64229311145 "Stenella coeruleoalba" "Social" NA
"2013-07-22" 833.752819692951 4575.37760497613 "Tursiops truncatus" "Social" NA
"2013-07-29" 880.281751965198 4563.31150425867 "Tursiops truncatus" "Social" NA
"2013-07-30" 776.190355407724 4610.06118099366 "Tursiops truncatus" "Social" NA
"2013-07-31" 846.886957534521 4529.69561504053 "Tursiops truncatus" "Social" NA
"2013-08-02" 840.990576962455 4532.05090840436 "Tursiops truncatus" "Social" NA
"2013-08-03" 838.417946650464 4570.79536859978 "Tursiops truncatus" "Social" NA
"2013-08-03" 835.848862869609 4537.11523799696 "Tursiops truncatus" "Social" NA
"2013-08-07" 774.799643477944 4623.30172424815 "Tursiops truncatus" "Social" NA
"2013-08-12" 672.263416748698 4710.0502957674 "Tursiops truncatus" "Social" NA
"2013-08-13" 880.304471231627 4520.46570555543 "Stenella coeruleoalba" "Social" NA
"2013-08-14" 672.744266193394 4687.96299252495 "Tursiops truncatus" "Social" NA
"2013-08-14" 776.77205005407 4613.50538723595 "Tursiops truncatus" "Social" NA
"2013-08-16" 821.248922280081 4539.11842797019 "Stenella coeruleoalba" "Social" NA
"2013-08-17" 766.465277394764 4620.94017276645 "Tursiops truncatus" "Social" NA
"2013-08-17" 821.981967407374 4545.33146977471 "Stenella coeruleoalba" "Social" NA
"2013-08-20" 878.034912299803 4515.32549583856 "Stenella coeruleoalba" "Social" NA
"2013-08-23" 655.071042152137 4690.06536618936 "Tursiops truncatus" "Social" NA
"2013-08-27" 730.726904211535 4660.93165918091 "Tursiops truncatus" "Social" NA
"2013-08-27" 834.736006030562 4571.02447238145 "Tursiops truncatus" "Social" NA
"2013-08-31" 671.227486632398 4702.18084588842 "Tursiops truncatus" "Social" NA
"2013-09-03" 792.671024170979 4608.26098112909 "Tursiops truncatus" "Social" NA
"2013-09-08" 847.08173567066 4530.16108814226 "Stenella coeruleoalba" "Social" NA
"2013-09-10" 670.598931333457 4698.62658547134 "Tursiops truncatus" "Social" NA
"2013-09-23" 863.841795115779 4550.82695914225 "Stenella coeruleoalba" "Social" NA
"2013-09-29" 841.693837995929 4564.93294746205 "Tursiops truncatus" "Social" NA
"2013-10-06" 839.586474698461 4554.4722023954 "Stenella coeruleoalba" "Social" NA
"2013-10-08" 654.387326335568 4694.24350074663 "Tursiops truncatus" "Social" NA
"2013-10-08" 665.010063527221 4703.28591093656 "Tursiops truncatus" "Social" NA
"2013-10-11" 769.730511794226 4624.0108150694 "Tursiops truncatus" "Social" NA
"2013-10-12" 889.293582171389 4574.31894576166 "Tursiops truncatus" "Social" NA
"2013-10-16" 768.810044447887 4625.42394062452 "Tursiops truncatus" "Social" NA
"2013-10-28" 742.853182075399 4652.96972440151 "Tursiops truncatus" "Social" NA
"2013-10-31" 765.249149056853 4629.08802115329 "Tursiops truncatus" "Social" NA
"2013-11-07" 764.060058807417 4627.2194269626 "Tursiops truncatus" "Social" NA
"2013-11-15" 773.606965857626 4622.90139329145 "Tursiops truncatus" "Social" NA
"2013-11-26" 779.75947760316 4613.09201884925 "Tursiops truncatus" "Social" NA
"2013-12-11" 759.261582694901 4624.3091681476 "Tursiops truncatus" "Social" NA
"2013-12-14" 739.600958448897 4654.42747203125 "Tursiops truncatus" "Social" NA
"2013-12-25" 856.225452154244 4533.8790619549 "Stenella coeruleoalba" "Social" NA
"2014-01-06" 853.742385450273 4576.77523319733 "Tursiops truncatus" "Social" NA
"2014-01-12" 675.152853706755 4702.45514528129 "Tursiops truncatus" "Social" NA
"2014-01-12" 797.542478801038 4597.84597404566 "Tursiops truncatus" "Social" NA
"2014-01-19" 770.257290357978 4625.22767060232 "Tursiops truncatus" "Social" NA
"2014-02-11" 726.735733396143 4667.787591794 "Tursiops truncatus" "Social" NA
"2014-03-04" 769.66929360022 4622.58327274857 "Tursiops truncatus" "Social" NA
"2014-03-29" 674.046068486751 4678.15642444875 "Tursiops truncatus" "Social" NA
"2014-04-01" 654.138403947097 4694.79410679023 "Tursiops truncatus" "Social" NA
"2014-04-27" 767.728668833125 4622.31890442847 "Tursiops truncatus" "Social" NA
"2014-05-19" 766.20812777928 4627.9267755644 "Tursiops truncatus" "Social" NA
"2014-05-20" 791.542348575411 4601.72624881736 "Tursiops truncatus" "Social" NA
"2014-05-25" 785.536638751067 4606.09389813216 "Tursiops truncatus" "Social" NA
"2014-05-26" 777.472836479783 4610.05251542103 "Tursiops truncatus" "Social" NA
"2014-05-31" 721.559673636561 4676.88257974252 "Tursiops truncatus" "Social" NA
"2014-06-02" 674.283543410029 4678.31909508724 "Tursiops truncatus" "Social" NA
"2014-06-23" 771.632970419508 4618.72802970536 "Tursiops truncatus" "Social" NA
"2014-06-24" 835.309452826274 4540.11428235519 "Tursiops truncatus" "Social" NA
"2014-06-27" 660.821123250597 4688.63069959737 "Tursiops truncatus" "Social" NA
"2014-07-06" 673.99405247727 4687.90903340883 "Tursiops truncatus" "Social" NA
"2014-07-07" 874.610203117015 4525.38185431673 "Tursiops truncatus" "Social" NA
"2014-07-11" 764.202602512414 4626.53559346962 "Tursiops truncatus" "Social" NA
"2014-07-20" 870.094036984807 4575.09735864475 "Tursiops truncatus" "Social" NA
"2014-08-01" 763.991730278713 4624.31502716748 "Tursiops truncatus" "Social" NA
"2014-08-01" 836.090435260944 4546.86322648042 "Stenella coeruleoalba" "Social" NA
"2014-08-03" 763.721039373468 4626.22746822142 "Tursiops truncatus" "Social" NA
"2014-08-11" 736.016402898335 4654.64558757246 "Tursiops truncatus" "Social" NA
"2014-08-13" 831.364033764411 4545.18055760032 "Tursiops truncatus" "Social" NA
"2014-08-16" 656.873593000327 4686.85222737847 "Tursiops truncatus" "Social" NA
"2014-08-18" 737.370208589317 4654.29308749061 "Tursiops truncatus" "Social" NA
"2014-08-22" 760.284314247799 4637.70340421605 "Tursiops truncatus" "Social" NA
"2014-08-25" 837.381365108483 4538.69105971516 "Tursiops truncatus" "Social" NA
"2014-09-01" 841.998584492553 4563.59067792758 "Tursiops truncatus" "Social" NA
"2014-09-14" 679.94963705852 4690.28822921728 "Tursiops truncatus" "Social" NA
"2014-09-21" 671.109061036307 4698.9831975133 "Tursiops truncatus" "Social" NA
"2014-09-21" 881.063646335417 4540.68732307152 "Stenella coeruleoalba" "Social" NA
"2014-10-01" 711.648625118415 4685.28747735671 "Tursiops truncatus" "Social" NA
"2014-10-05" 714.561771059602 4685.33058898435 "Tursiops truncatus" "Social" NA
"2014-10-10" 850.355969115471 4525.33440089684 "Stenella coeruleoalba" "Social" NA
"2014-10-25" 776.176157522296 4622.14407519293 "Tursiops truncatus" "Social" NA
"2014-11-02" 735.671305156188 4655.83901975644 "Tursiops truncatus" "Social" NA
"2014-11-03" 670.322574185938 4699.97198600637 "Tursiops truncatus" "Social" NA
"2015-02-17" 762.069466271542 4625.09001702376 "Tursiops truncatus" "Social" NA
"2015-02-25" 831.110002719345 4548.32645171877 "Stenella coeruleoalba" "Social" NA
"2015-03-01" 729.695061651982 4660.38424874863 "Tursiops truncatus" "Social" NA
"2015-03-02" 731.226977038963 4661.49825289109 "Tursiops truncatus" "Social" NA
"2015-03-17" 840.84846323299 4549.81159382016 "Tursiops truncatus" "Social" NA
"2015-04-14" 801.884838187983 4591.79195023585 "Tursiops truncatus" "Social" NA
"2015-04-22" 778.935643531958 4612.14895214634 "Tursiops truncatus" "Social" NA
"2015-04-24" 718.245606887849 4675.0740333249 "Tursiops truncatus" "Social" NA
"2015-04-25" 678.364875468211 4689.88594696124 "Tursiops truncatus" "Social" NA
"2015-04-25" 777.010895138289 4611.60396893585 "Tursiops truncatus" "Social" NA
"2015-05-01" 770.611088392867 4623.41670187588 "Tursiops truncatus" "Social" NA
"2015-05-13" 798.378519799182 4600.19420846693 "Tursiops truncatus" "Social" NA
"2015-05-15" 894.299918679676 4551.26273134487 "Tursiops truncatus" "Social" NA
"2015-05-19" 755.595621316197 4647.68289403106 "Tursiops truncatus" "Social" NA
"2015-05-25" 752.819029762708 4648.77038731363 "Tursiops truncatus" "Social" NA
"2015-05-31" 834.706554547766 4533.14781482271 "Tursiops truncatus" "Social" NA
"2015-06-01" 843.337084116362 4535.55235252223 "Stenella coeruleoalba" "Social" NA
"2015-06-06" 676.296537926832 4706.91161971866 "Tursiops truncatus" "Social" NA
"2015-06-14" 888.715017660542 4547.03774721978 "Stenella coeruleoalba" "Social" NA
"2015-06-21" 798.165048735717 4600.75879590151 "Tursiops truncatus" "Social" NA
"2015-06-21" 793.204506704061 4607.06412655875 "Tursiops truncatus" "Social" NA
"2015-06-29" 875.090828461269 4525.42449934033 "Tursiops truncatus" "Social" NA
"2015-07-04" 906.941292765957 4562.18616778129 "Tursiops truncatus" "Social" NA
"2015-07-08" 773.365196425671 4613.95463478989 "Tursiops truncatus" "Social" NA
"2015-07-14" 777.93612347952 4610.30550554755 "Tursiops truncatus" "Social" NA
"2015-07-13" 848.428102816228 4526.36725946772 "Stenella coeruleoalba" "Social" NA
"2015-07-15" 683.702547374538 4693.1071847458 "Tursiops truncatus" "Social" NA
"2015-07-19" 767.969140622254 4627.79885975424 "Tursiops truncatus" "Social" NA
"2015-07-17" 769.51903029655 4621.94388908104 "Tursiops truncatus" "Social" NA
"2015-07-18" 757.651242841572 4631.73783232098 "Tursiops truncatus" "Social" NA
"2015-07-19" 753.366766815453 4648.36524949534 "Tursiops truncatus" "Social" NA
"2015-07-21" 768.228512759112 4624.48284804441 "Tursiops truncatus" "Social" NA
"2015-07-21" 836.136523376832 4538.34224115565 "Tursiops truncatus" "Social" NA
"2015-07-22" 654.372012095387 4693.06091777752 "Tursiops truncatus" "Social" NA
"2015-07-23" 760.455057589864 4610.71489384714 "Stenella coeruleoalba" "Social" NA
"2015-07-23" 730.870006407293 4662.88970202031 "Tursiops truncatus" "Social" NA
"2015-07-27" 795.427850436758 4604.45368447685 "Tursiops truncatus" "Social" NA
"2015-08-01" 862.516404411557 4531.80288273677 "Stenella coeruleoalba" "Social" NA
"2015-08-08" 771.159962707197 4618.16120668975 "Tursiops truncatus" "Social" NA
"2015-08-14" 731.279570415656 4661.88070635768 "Tursiops truncatus" "Social" NA
"2015-08-27" 767.143649718331 4621.01919519339 "Tursiops truncatus" "Social" NA
"2015-09-12" 762.484584622284 4629.7599145915 "Tursiops truncatus" "Social" NA
"2015-08-28" 737.589082663109 4657.09817410002 "Tursiops truncatus" "Social" NA
"2015-08-29" 675.167709835359 4693.8176563073 "Tursiops truncatus" "Social" NA
"2015-08-29" 721.780951019835 4678.09775234911 "Tursiops truncatus" "Social" NA
"2015-08-29" 858.576511669378 4563.8249850922 "Tursiops truncatus" "Social" NA
"2015-08-31" 753.094745691851 4649.12674413664 "Tursiops truncatus" "Social" NA
"2015-09-08" 881.958611025603 4561.9860124484 "Tursiops truncatus" "Social" NA
"2015-09-12" 779.353166410882 4616.63222152454 "Tursiops truncatus" "Social" NA
"2015-09-15" 857.603056706323 4578.62051908449 "Tursiops truncatus" "Social" NA
"2015-09-19" 765.705550353912 4636.01535688476 "Tursiops truncatus" "Social" NA
