"x" "y" "z"
"1" 608.95978946393 4736.34508404525 -0.22388070666884
"2" 611.40496839179 4736.34508404525 -0.270413008963409
"3" 613.85014731965 4736.34508404525 -0.296519325778494
"4" 616.29532624751 4736.34508404525 -0.333829810500396
"5" 618.74050517537 4736.34508404525 -0.34643254737857
"6" 621.18568410323 4736.34508404525 -0.379474739090972
"7" 623.630863031089 4736.34508404525 -0.349183045416144
"8" 626.076041958949 4736.34508404525 -0.336275869625925
"9" 628.521220886809 4736.34508404525 -0.329378094512187
"10" 630.966399814669 4736.34508404525 -0.340463548095667
"11" 633.411578742529 4736.34508404525 -0.381359423982921
"12" 635.856757670389 4736.34508404525 -0.322045080036966
"13" 638.301936598249 4736.34508404525 -0.267971685297164
"14" 640.747115526109 4736.34508404525 -0.176989846218352
"15" 643.192294453969 4736.34508404525 -0.093670596992718
"16" 645.637473381828 4736.34508404525 -0.050119391732804
"17" 648.082652309688 4736.34508404525 -0.050562133348537
"18" 650.527831237548 4736.34508404525 0.08382563116015
"19" 652.973010165408 4736.34508404525 0.113599241452269
"20" 655.418189093268 4736.34508404525 0.190515366992993
"21" 657.863368021128 4736.34508404525 0.233412173646799
"22" 660.308546948988 4736.34508404525 0.220260122891127
"23" 662.753725876848 4736.34508404525 0.124093848406403
"24" 665.198904804708 4736.34508404525 0.083833647245694
"25" 667.644083732568 4736.34508404525 -0.030348010023784
"26" 670.089262660427 4736.34508404525 -0.118316871540558
"27" 672.534441588287 4736.34508404525 -0.143417359901423
"28" 674.979620516147 4736.34508404525 -0.163214640631645
"29" 677.424799444007 4736.34508404525 -0.175964788688444
"30" 679.869978371867 4736.34508404525 -0.209723473596919
"31" 682.315157299727 4736.34508404525 -0.243206867669504
"32" 684.760336227587 4736.34508404525 -0.237491610320268
"33" 687.205515155447 4736.34508404525 -0.169222897891241
"34" 689.650694083307 4736.34508404525 -0.166066181897379
"35" 692.095873011167 4736.34508404525 -0.148766856931155
"36" 694.541051939026 4736.34508404525 -0.188377465685906
"37" 696.986230866886 4736.34508404525 -0.182739252708853
"38" 699.431409794746 4736.34508404525 -0.230843878365373
"39" 701.876588722606 4736.34508404525 -0.295030497076627
"40" 704.321767650466 4736.34508404525 -0.456670234605085
"41" 706.766946578326 4736.34508404525 -0.516077009898865
"42" 709.212125506186 4736.34508404525 -0.579770771247382
"43" 711.657304434046 4736.34508404525 -0.566977215846472
"44" 714.102483361906 4736.34508404525 -0.6352875670533
"45" 716.547662289766 4736.34508404525 -0.688835092489331
"46" 718.992841217625 4736.34508404525 -0.758200387670436
"47" 721.438020145485 4736.34508404525 -0.722918112026645
"48" 723.883199073345 4736.34508404525 -0.676439744230428
"49" 726.328378001205 4736.34508404525 -0.679443854977184
"50" 728.773556929065 4736.34508404525 -0.646955407983786
"51" 731.218735856925 4736.34508404525 -0.640352127126193
"52" 733.663914784785 4736.34508404525 -0.682157007008035
"53" 736.109093712645 4736.34508404525 -0.74256688962286
"54" 738.554272640505 4736.34508404525 -0.755792580013747
"55" 740.999451568365 4736.34508404525 -0.781162690015187
"56" 743.444630496224 4736.34508404525 -0.82851647972677
"57" 745.889809424084 4736.34508404525 -0.853631515063833
"58" 748.334988351944 4736.34508404525 -0.858361860183932
"59" 750.780167279804 4736.34508404525 -0.830186975920264
"60" 753.225346207664 4736.34508404525 -0.824699243828403
"61" 755.670525135524 4736.34508404525 -0.816911189396391
"62" 758.115704063384 4736.34508404525 -0.755314724484265
"63" 760.560882991244 4736.34508404525 -0.678315333209056
"64" 763.006061919104 4736.34508404525 -0.669688864854853
"65" 765.451240846964 4736.34508404525 -0.737127024057777
"66" 767.896419774823 4736.34508404525 -0.712657760244619
"67" 770.341598702683 4736.34508404525 -0.698686377479224
"68" 772.786777630543 4736.34508404525 -0.653949303527887
"69" 775.231956558403 4736.34508404525 -0.649221620285333
"70" 777.677135486263 4736.34508404525 -0.67592648855039
"71" 780.122314414123 4736.34508404525 -0.637912683293393
"72" 782.567493341983 4736.34508404525 -0.578999719738953
"73" 785.012672269843 4736.34508404525 -0.526696208888334
"74" 787.457851197703 4736.34508404525 -0.43143355004065
"75" 789.903030125563 4736.34508404525 -0.370653158681023
"76" 792.348209053422 4736.34508404525 -0.330899399661174
"77" 794.793387981282 4736.34508404525 -0.238560857444842
"78" 797.238566909142 4736.34508404525 -0.130116527221141
"79" 799.683745837002 4736.34508404525 -0.108180802013266
"80" 802.128924764862 4736.34508404525 -0.137064730108795
"81" 804.574103692722 4736.34508404525 -0.133839818814228
"82" 807.019282620582 4736.34508404525 -0.173106293601067
"83" 809.464461548442 4736.34508404525 -0.212236600908268
"84" 811.909640476302 4736.34508404525 -0.277899277591943
"85" 814.354819404161 4736.34508404525 -0.361187789655377
"86" 816.799998332021 4736.34508404525 -0.439726356907928
"87" 819.245177259881 4736.34508404525 -0.496306803854095
"88" 821.690356187741 4736.34508404525 -0.501502980671892
"89" 824.135535115601 4736.34508404525 -0.555348910803205
"90" 826.580714043461 4736.34508404525 -0.636370040771593
"91" 829.025892971321 4736.34508404525 -0.744026832495996
"92" 831.471071899181 4736.34508404525 -0.883679567222617
"93" 833.916250827041 4736.34508404525 -0.913302544082587
"94" 836.361429754901 4736.34508404525 -0.944622320092739
"95" 838.80660868276 4736.34508404525 -1.06269741773975
"96" 841.25178761062 4736.34508404525 -1.08167007772752
"97" 843.69696653848 4736.34508404525 -1.12771581732565
"98" 846.14214546634 4736.34508404525 -1.18045287241334
"99" 848.5873243942 4736.34508404525 -1.21226958240115
"100" 851.03250332206 4736.34508404525 -1.21074822015533
"101" 853.47768224992 4736.34508404525 -1.2770165758703
"102" 855.92286117778 4736.34508404525 -1.33149686948379
"103" 858.36804010564 4736.34508404525 -1.30636684378014
"104" 860.8132190335 4736.34508404525 -1.25280396017429
"105" 863.258397961359 4736.34508404525 -1.17028402452544
"106" 865.703576889219 4736.34508404525 -1.13817473455678
"107" 868.148755817079 4736.34508404525 -1.10682615583979
"108" 870.593934744939 4736.34508404525 -1.09961349251406
"109" 873.039113672799 4736.34508404525 -1.09233524442353
"110" 875.484292600659 4736.34508404525 -1.11274792401674
"111" 877.929471528519 4736.34508404525 -1.12054918435233
"112" 880.374650456379 4736.34508404525 -1.01996231045014
"113" 882.819829384239 4736.34508404525 -0.942553855659561
